,bodyId_pre,bodyId_post,roi,weight,type_pre,instance_pre,order_pre,hemisphere_pre,index_pre,index_fix_pre,type_post,instance_post,order_post,hemisphere_post,index_post,index_fix_post
4845,1167995070,724280817,EB,8,EPG,EPG(PB08)_L8,3,L,8,2,PENb,PEN_b(PB06b)_R2,1,R,2,2
4869,1167995070,972555509,EB,5,EPG,EPG(PB08)_L8,3,L,8,2,PEG,PEG(PB07)_R2,2,R,2,2
4870,1167995070,972892437,EB,8,EPG,EPG(PB08)_L8,3,L,8,2,PENa,PEN_a(PB06a)_R2,0,R,2,2
4871,1167995070,973566036,EB,31,EPG,EPG(PB08)_L8,3,L,8,2,PENb,PEN_b(PB06b)_R3,1,R,3,3
4872,1167995070,1004017998,EB,4,EPG,EPG(PB08)_L8,3,L,8,2,EPG,EPG(PB08)_L7,3,L,7,3
4873,1167995070,1065409934,PB,52,EPG,EPG(PB08)_L8,3,L,8,2,PEG,PEG(PB07)_L8,2,L,8,2
4874,1167995070,1065409934,EB,15,EPG,EPG(PB08)_L8,3,L,8,2,PEG,PEG(PB07)_L8,2,L,8,2
4875,1167995070,1065410141,EB,31,EPG,EPG(PB08)_L8,3,L,8,2,EPG,EPG(PB08)_L8,3,L,8,2
4876,1167995070,1065410141,PB,1,EPG,EPG(PB08)_L8,3,L,8,2,EPG,EPG(PB08)_L8,3,L,8,2
4877,1167995070,1127471692,PB,27,EPG,EPG(PB08)_L8,3,L,8,2,PENa,PEN_a(PB06a)_L8,0,L,8,2
4878,1167995070,1127471692,EB,5,EPG,EPG(PB08)_L8,3,L,8,2,PENa,PEN_a(PB06a)_L8,0,L,8,2
4879,1167995070,1127476096,EB,30,EPG,EPG(PB08)_L8,3,L,8,2,EPG,EPG(PB08)_L8,3,L,8,2
4880,1167995070,1168664495,EB,37,EPG,EPG(PB08)_L8,3,L,8,2,EPG,EPG(PB08)_L8,3,L,8,2
4881,1167995070,1168664495,PB,3,EPG,EPG(PB08)_L8,3,L,8,2,EPG,EPG(PB08)_L8,3,L,8,2
4882,1167995070,1199677638,PB,5,EPG,EPG(PB08)_L8,3,L,8,2,PEG,PEG(PB07)_L9,2,L,9,1
4883,1167995070,1220576923,EB,29,EPG,EPG(PB08)_L8,3,L,8,2,PENa,PEN_a(PB06a)_L9,0,L,9,1
4884,1167995070,1220584946,EB,21,EPG,EPG(PB08)_L8,3,L,8,2,PENb,PEN_b(PB06b)_L9,1,L,9,1
4885,1167995070,1220584946,PB,2,EPG,EPG(PB08)_L8,3,L,8,2,PENb,PEN_b(PB06b)_L9,1,L,9,1
4886,1167995070,1353544607,PB,10,EPG,EPG(PB08)_L8,3,L,8,2,PENb,PEN_b(PB06b)_L8,1,L,8,2
4887,1167995070,1600083889,EB,19,EPG,EPG(PB08)_L8,3,L,8,2,PENb,PEN_b(PB06b)_L9,1,L,9,1
4888,1167995070,5813012006,EB,5,EPG,EPG(PB08)_L8,3,L,8,2,EPG,EPG(PB08)_L7,3,L,7,3
4889,1167995070,5813014873,EB,13,EPG,EPG(PB08)_L8,3,L,8,2,EPG,EPG(PB08)_R1,3,R,1,1
4892,1167995070,5813077544,EB,35,EPG,EPG(PB08)_L8,3,L,8,2,EPG,EPG(PB08)_R1,3,R,1,1
4893,1168664495,570461892,EB,25,EPG,EPG(PB08)_L8,3,L,8,2,PENa,PEN_a(PB06a)_R3,0,R,3,3
4894,1168664495,572870540,EB,6,EPG,EPG(PB08)_L8,3,L,8,2,EPG,EPG(PB08)_L1,3,L,1,1
4895,1168664495,632544268,EB,8,EPG,EPG(PB08)_L8,3,L,8,2,EPG,EPG(PB08)_R2,3,R,2,2
4896,1168664495,634608104,EB,15,EPG,EPG(PB08)_L8,3,L,8,2,PENa,PEN_a(PB06a)_L2,0,L,2,8
4897,1168664495,695629525,EB,6,EPG,EPG(PB08)_L8,3,L,8,2,EPG,EPG(PB08)_R2,3,R,2,2
4898,1168664495,724280817,EB,21,EPG,EPG(PB08)_L8,3,L,8,2,PENb,PEN_b(PB06b)_R2,1,R,2,2
4919,1168664495,972555509,EB,4,EPG,EPG(PB08)_L8,3,L,8,2,PEG,PEG(PB07)_R2,2,R,2,2
4920,1168664495,972892437,EB,11,EPG,EPG(PB08)_L8,3,L,8,2,PENa,PEN_a(PB06a)_R2,0,R,2,2
4921,1168664495,973566036,EB,33,EPG,EPG(PB08)_L8,3,L,8,2,PENb,PEN_b(PB06b)_R3,1,R,3,3
4923,1168664495,1065409934,PB,41,EPG,EPG(PB08)_L8,3,L,8,2,PEG,PEG(PB07)_L8,2,L,8,2
4924,1168664495,1065409934,EB,14,EPG,EPG(PB08)_L8,3,L,8,2,PEG,PEG(PB07)_L8,2,L,8,2
4925,1168664495,1065410141,EB,8,EPG,EPG(PB08)_L8,3,L,8,2,EPG,EPG(PB08)_L8,3,L,8,2
4926,1168664495,1127471692,PB,5,EPG,EPG(PB08)_L8,3,L,8,2,PENa,PEN_a(PB06a)_L8,0,L,8,2
4927,1168664495,1127476096,EB,25,EPG,EPG(PB08)_L8,3,L,8,2,EPG,EPG(PB08)_L8,3,L,8,2
4929,1168664495,1167995070,EB,43,EPG,EPG(PB08)_L8,3,L,8,2,EPG,EPG(PB08)_L8,3,L,8,2
4930,1168664495,1220576923,EB,23,EPG,EPG(PB08)_L8,3,L,8,2,PENa,PEN_a(PB06a)_L9,0,L,9,1
4931,1168664495,1220584946,EB,26,EPG,EPG(PB08)_L8,3,L,8,2,PENb,PEN_b(PB06b)_L9,1,L,9,1
4932,1168664495,1220584946,PB,3,EPG,EPG(PB08)_L8,3,L,8,2,PENb,PEN_b(PB06b)_L9,1,L,9,1
4933,1168664495,1353544607,PB,19,EPG,EPG(PB08)_L8,3,L,8,2,PENb,PEN_b(PB06b)_L8,1,L,8,2
4934,1168664495,1600083889,EB,13,EPG,EPG(PB08)_L8,3,L,8,2,PENb,PEN_b(PB06b)_L9,1,L,9,1
4935,1168664495,5813012006,EB,4,EPG,EPG(PB08)_L8,3,L,8,2,EPG,EPG(PB08)_L7,3,L,7,3
4936,1168664495,5813014873,EB,14,EPG,EPG(PB08)_L8,3,L,8,2,EPG,EPG(PB08)_R1,3,R,1,1
4937,1168664495,5813047157,EB,11,EPG,EPG(PB08)_L8,3,L,8,2,PENb,PEN_b(PB06b)_L2,1,L,2,8
4939,1168664495,5813077544,EB,56,EPG,EPG(PB08)_L8,3,L,8,2,EPG,EPG(PB08)_R1,3,R,1,1
4940,1190171884,1002852791,EB,5,PEG,PEG(PB07)_L2,2,L,2,8,EPG,EPG(PB08)_R7,3,R,7,7
4941,1190171884,1125964814,EB,4,PEG,PEG(PB07)_L2,2,L,2,8,EPG,EPG(PB08)_R8,3,R,8,8
4942,1190171884,1218728570,EB,27,PEG,PEG(PB07)_L2,2,L,2,8,PENb,PEN_b(PB06b)_R9,1,R,9,9
4943,1190171884,1601771527,EB,35,PEG,PEG(PB07)_L2,2,L,2,8,PENb,PEN_b(PB06b)_R9,1,R,9,9
4944,1190171884,5813070465,EB,31,PEG,PEG(PB07)_L2,2,L,2,8,PENb,PEN_b(PB06b)_L3,1,L,3,7
4945,1197993940,633546217,EB,6,PENb,PEN_b(PB06b)_R6,1,R,6,6,EPG,EPG(PB08)_R4,3,R,4,4
4946,1197993940,634962055,EB,15,PENb,PEN_b(PB06b)_R6,1,R,6,6,EPG,EPG(PB08)_L4,3,L,4,6
4947,1197993940,663190769,EB,6,PENb,PEN_b(PB06b)_R6,1,R,6,6,PENa,PEN_a(PB06a)_R6,0,R,6,6
4948,1197993940,664650297,EB,6,PENb,PEN_b(PB06b)_R6,1,R,6,6,PENb,PEN_b(PB06b)_L6,1,L,6,4
4949,1197993940,665314820,EB,7,PENb,PEN_b(PB06b)_R6,1,R,6,6,EPG,EPG(PB08)_L4,3,L,4,6
4950,1197993940,694920753,EB,32,PENb,PEN_b(PB06b)_R6,1,R,6,6,EPG,EPG(PB08)_R5,3,R,5,5
4951,1197993940,695956656,EB,19,PENb,PEN_b(PB06b)_R6,1,R,6,6,EPG,EPG(PB08)_R4,3,R,4,4
4952,1197993940,696362840,EB,18,PENb,PEN_b(PB06b)_R6,1,R,6,6,EPG,EPG(PB08)_L5,3,L,5,5
4953,1197993940,725951521,EB,38,PENb,PEN_b(PB06b)_R6,1,R,6,6,EPG,EPG(PB08)_R5,3,R,5,5
4954,1197993940,789126240,EB,48,PENb,PEN_b(PB06b)_R6,1,R,6,6,EPG,EPG(PB08)_L5,3,L,5,5
4955,1197993940,819828986,EB,30,PENb,PEN_b(PB06b)_R6,1,R,6,6,EPG,EPG(PB08)_L5,3,L,5,5
4956,1197993940,879183317,EB,7,PENb,PEN_b(PB06b)_R6,1,R,6,6,PENb,PEN_b(PB06b)_L6,1,L,6,4
4957,1197993940,941123755,EB,5,PENb,PEN_b(PB06b)_R6,1,R,6,6,PENb,PEN_b(PB06b)_R6,1,R,6,6
4958,1197993940,5813022281,EB,8,PENb,PEN_b(PB06b)_R6,1,R,6,6,EPG,EPG(PB08)_L4,3,L,4,6
4959,1197993940,5813027103,EB,42,PENb,PEN_b(PB06b)_R6,1,R,6,6,EPG,EPG(PB08)_R5,3,R,5,5
4960,1199677638,724280817,EB,11,PEG,PEG(PB07)_L9,2,L,9,1,PENb,PEN_b(PB06b)_R2,1,R,2,2
4961,1199677638,848761388,EB,4,PEG,PEG(PB07)_L9,2,L,9,1,PEG,PEG(PB07)_R1,2,R,1,1
4962,1199677638,5813014873,EB,5,PEG,PEG(PB07)_L9,2,L,9,1,EPG,EPG(PB08)_R1,3,R,1,1
4963,1199677638,5813047157,EB,15,PEG,PEG(PB07)_L9,2,L,9,1,PENb,PEN_b(PB06b)_L2,1,L,2,8
4964,1218728570,572870540,EB,7,PENb,PEN_b(PB06b)_R9,1,R,9,9,EPG,EPG(PB08)_L1,3,L,1,1
4965,1218728570,697001770,EB,40,PENb,PEN_b(PB06b)_R9,1,R,9,9,EPG,EPG(PB08)_L2,3,L,2,8
4966,1218728570,912545106,EB,34,PENb,PEN_b(PB06b)_R9,1,R,9,9,EPG,EPG(PB08)_L2,3,L,2,8
4967,1218728570,1002507159,EB,11,PENb,PEN_b(PB06b)_R9,1,R,9,9,EPG,EPG(PB08)_R7,3,R,7,7
4968,1218728570,1002852791,EB,26,PENb,PEN_b(PB06b)_R9,1,R,9,9,EPG,EPG(PB08)_R7,3,R,7,7
4969,1218728570,1034219901,EB,4,PENb,PEN_b(PB06b)_R9,1,R,9,9,EPG,EPG(PB08)_R7,3,R,7,7
4970,1218728570,1125964814,EB,35,PENb,PEN_b(PB06b)_R9,1,R,9,9,EPG,EPG(PB08)_R8,3,R,8,8
4971,1218728570,1126647624,EB,31,PENb,PEN_b(PB06b)_R9,1,R,9,9,EPG,EPG(PB08)_R8,3,R,8,8
4972,1218728570,1447576662,EB,20,PENb,PEN_b(PB06b)_R9,1,R,9,9,EPG,EPG(PB08)_L1,3,L,1,1
4973,1218728570,1601771527,EB,9,PENb,PEN_b(PB06b)_R9,1,R,9,9,PENb,PEN_b(PB06b)_R9,1,R,9,9
4974,1218728570,5813040233,EB,19,PENb,PEN_b(PB06b)_R9,1,R,9,9,EPG,EPG(PB08)_R8,3,R,8,8
4975,1218728570,5813061251,EB,24,PENb,PEN_b(PB06b)_R9,1,R,9,9,EPG,EPG(PB08)_R8,3,R,8,8
4976,1218728570,5813070465,EB,10,PENb,PEN_b(PB06b)_R9,1,R,9,9,PENb,PEN_b(PB06b)_L3,1,L,3,7
4977,1218732640,387364605,EB,13,PENa,PEN_a(PB06a)_R9,0,R,9,9,EPG,EPG(PB08)_L3,3,L,3,7
4978,1218732640,449438847,EB,8,PENa,PEN_a(PB06a)_R9,0,R,9,9,EPG,EPG(PB08)_L3,3,L,3,7
4979,1218732640,572870540,EB,55,PENa,PEN_a(PB06a)_R9,0,R,9,9,EPG,EPG(PB08)_L1,3,L,1,1
4980,1218732640,697001770,EB,70,PENa,PEN_a(PB06a)_R9,0,R,9,9,EPG,EPG(PB08)_L2,3,L,2,8
4981,1218732640,758419409,EB,7,PENa,PEN_a(PB06a)_R9,0,R,9,9,EPG,EPG(PB08)_L3,3,L,3,7
4982,1218732640,910438331,EB,4,PENa,PEN_a(PB06a)_R9,0,R,9,9,EPG,EPG(PB08)_R6,3,R,6,6
4983,1218732640,912545106,EB,64,PENa,PEN_a(PB06a)_R9,0,R,9,9,EPG,EPG(PB08)_L2,3,L,2,8
4984,1218732640,1002507159,EB,34,PENa,PEN_a(PB06a)_R9,0,R,9,9,EPG,EPG(PB08)_R7,3,R,7,7
4985,1218732640,1002852791,EB,51,PENa,PEN_a(PB06a)_R9,0,R,9,9,EPG,EPG(PB08)_R7,3,R,7,7
4986,1218732640,1034219901,EB,26,PENa,PEN_a(PB06a)_R9,0,R,9,9,EPG,EPG(PB08)_R7,3,R,7,7
4987,1218732640,1125964630,EB,4,PENa,PEN_a(PB06a)_R9,0,R,9,9,PENa,PEN_a(PB06a)_R8,0,R,8,8
4988,1218732640,1125964814,EB,56,PENa,PEN_a(PB06a)_R9,0,R,9,9,EPG,EPG(PB08)_R8,3,R,8,8
4989,1218732640,1126647624,EB,54,PENa,PEN_a(PB06a)_R9,0,R,9,9,EPG,EPG(PB08)_R8,3,R,8,8
4990,1218732640,1167995070,EB,5,PENa,PEN_a(PB06a)_R9,0,R,9,9,EPG,EPG(PB08)_L8,3,L,8,2
4991,1218732640,1218728570,EB,6,PENa,PEN_a(PB06a)_R9,0,R,9,9,PENb,PEN_b(PB06b)_R9,1,R,9,9
4992,1218732640,1447576662,EB,76,PENa,PEN_a(PB06a)_R9,0,R,9,9,EPG,EPG(PB08)_L1,3,L,1,1
4993,1218732640,1508334312,EB,9,PENa,PEN_a(PB06a)_R9,0,R,9,9,PENa,PEN_a(PB06a)_L3,0,L,3,7
4994,1218732640,1601771527,EB,5,PENa,PEN_a(PB06a)_R9,0,R,9,9,PENb,PEN_b(PB06b)_R9,1,R,9,9
4995,1218732640,5813014873,EB,26,PENa,PEN_a(PB06a)_R9,0,R,9,9,EPG,EPG(PB08)_R1,3,R,1,1
4996,1218732640,5813040233,EB,57,PENa,PEN_a(PB06a)_R9,0,R,9,9,EPG,EPG(PB08)_R8,3,R,8,8
4997,1218732640,5813047157,EB,6,PENa,PEN_a(PB06a)_R9,0,R,9,9,PENb,PEN_b(PB06b)_L2,1,L,2,8
4998,1218732640,5813061251,EB,51,PENa,PEN_a(PB06a)_R9,0,R,9,9,EPG,EPG(PB08)_R8,3,R,8,8
4999,1218732640,5813070465,EB,4,PENa,PEN_a(PB06a)_R9,0,R,9,9,PENb,PEN_b(PB06b)_L3,1,L,3,7
5000,1218732640,5813077544,EB,18,PENa,PEN_a(PB06a)_R9,0,R,9,9,EPG,EPG(PB08)_R1,3,R,1,1
5001,1220576923,416642425,EB,5,PENa,PEN_a(PB06a)_L9,0,L,9,1,EPG,EPG(PB08)_R4,3,R,4,4
5002,1220576923,478375456,EB,13,PENa,PEN_a(PB06a)_L9,0,L,9,1,EPG,EPG(PB08)_R3,3,R,3,3
5003,1220576923,541118908,EB,11,PENa,PEN_a(PB06a)_L9,0,L,9,1,EPG,EPG(PB08)_R3,3,R,3,3
5004,1220576923,541870397,EB,5,PENa,PEN_a(PB06a)_L9,0,L,9,1,EPG,EPG(PB08)_L6,3,L,6,4
5005,1220576923,570461892,EB,14,PENa,PEN_a(PB06a)_L9,0,L,9,1,PENa,PEN_a(PB06a)_R3,0,R,3,3
5006,1220576923,572870540,EB,28,PENa,PEN_a(PB06a)_L9,0,L,9,1,EPG,EPG(PB08)_L1,3,L,1,1
5007,1220576923,632544268,EB,79,PENa,PEN_a(PB06a)_L9,0,L,9,1,EPG,EPG(PB08)_R2,3,R,2,2
5008,1220576923,634608104,EB,4,PENa,PEN_a(PB06a)_L9,0,L,9,1,PENa,PEN_a(PB06a)_L2,0,L,2,8
5009,1220576923,695629525,EB,102,PENa,PEN_a(PB06a)_L9,0,L,9,1,EPG,EPG(PB08)_R2,3,R,2,2
5010,1220576923,788794171,EB,5,PENa,PEN_a(PB06a)_L9,0,L,9,1,EPG,EPG(PB08)_L6,3,L,6,4
5011,1220576923,912601268,EB,7,PENa,PEN_a(PB06a)_L9,0,L,9,1,EPG,EPG(PB08)_L6,3,L,6,4
5012,1220576923,972892437,EB,5,PENa,PEN_a(PB06a)_L9,0,L,9,1,PENa,PEN_a(PB06a)_R2,0,R,2,2
5013,1220576923,973566036,EB,12,PENa,PEN_a(PB06a)_L9,0,L,9,1,PENb,PEN_b(PB06b)_R3,1,R,3,3
5014,1220576923,1004017998,EB,35,PENa,PEN_a(PB06a)_L9,0,L,9,1,EPG,EPG(PB08)_L7,3,L,7,3
5015,1220576923,1035045015,EB,64,PENa,PEN_a(PB06a)_L9,0,L,9,1,EPG,EPG(PB08)_L7,3,L,7,3
5016,1220576923,1065410141,EB,68,PENa,PEN_a(PB06a)_L9,0,L,9,1,EPG,EPG(PB08)_L8,3,L,8,2
5017,1220576923,1127476096,EB,76,PENa,PEN_a(PB06a)_L9,0,L,9,1,EPG,EPG(PB08)_L8,3,L,8,2
5018,1220576923,1167995070,EB,82,PENa,PEN_a(PB06a)_L9,0,L,9,1,EPG,EPG(PB08)_L8,3,L,8,2
5019,1220576923,1168664495,EB,80,PENa,PEN_a(PB06a)_L9,0,L,9,1,EPG,EPG(PB08)_L8,3,L,8,2
5020,1220576923,1220584946,EB,6,PENa,PEN_a(PB06a)_L9,0,L,9,1,PENb,PEN_b(PB06b)_L9,1,L,9,1
5021,1220576923,1447576662,EB,14,PENa,PEN_a(PB06a)_L9,0,L,9,1,EPG,EPG(PB08)_L1,3,L,1,1
5022,1220576923,5813012006,EB,61,PENa,PEN_a(PB06a)_L9,0,L,9,1,EPG,EPG(PB08)_L7,3,L,7,3
5023,1220576923,5813014873,EB,50,PENa,PEN_a(PB06a)_L9,0,L,9,1,EPG,EPG(PB08)_R1,3,R,1,1
5024,1220576923,5813040233,EB,4,PENa,PEN_a(PB06a)_L9,0,L,9,1,EPG,EPG(PB08)_R8,3,R,8,8
5025,1220576923,5813077544,EB,78,PENa,PEN_a(PB06a)_L9,0,L,9,1,EPG,EPG(PB08)_R1,3,R,1,1
5026,1220576923,5813080838,EB,44,PENa,PEN_a(PB06a)_L9,0,L,9,1,EPG,EPG(PB08)_R3,3,R,3,3
5027,1220584946,632544268,EB,35,PENb,PEN_b(PB06b)_L9,1,L,9,1,EPG,EPG(PB08)_R2,3,R,2,2
5028,1220584946,695629525,EB,39,PENb,PEN_b(PB06b)_L9,1,L,9,1,EPG,EPG(PB08)_R2,3,R,2,2
5029,1220584946,973566036,EB,10,PENb,PEN_b(PB06b)_L9,1,L,9,1,PENb,PEN_b(PB06b)_R3,1,R,3,3
5030,1220584946,1004017998,EB,6,PENb,PEN_b(PB06b)_L9,1,L,9,1,EPG,EPG(PB08)_L7,3,L,7,3
5031,1220584946,1035045015,EB,22,PENb,PEN_b(PB06b)_L9,1,L,9,1,EPG,EPG(PB08)_L7,3,L,7,3
5032,1220584946,1065410141,EB,36,PENb,PEN_b(PB06b)_L9,1,L,9,1,EPG,EPG(PB08)_L8,3,L,8,2
5033,1220584946,1127476096,EB,51,PENb,PEN_b(PB06b)_L9,1,L,9,1,EPG,EPG(PB08)_L8,3,L,8,2
5034,1220584946,1167995070,EB,36,PENb,PEN_b(PB06b)_L9,1,L,9,1,EPG,EPG(PB08)_L8,3,L,8,2
5035,1220584946,1168664495,EB,41,PENb,PEN_b(PB06b)_L9,1,L,9,1,EPG,EPG(PB08)_L8,3,L,8,2
5036,1220584946,1220576923,EB,4,PENb,PEN_b(PB06b)_L9,1,L,9,1,PENa,PEN_a(PB06a)_L9,0,L,9,1
5037,1220584946,1220576923,PB,1,PENb,PEN_b(PB06b)_L9,1,L,9,1,PENa,PEN_a(PB06a)_L9,0,L,9,1
5038,1220584946,1600083889,EB,9,PENb,PEN_b(PB06b)_L9,1,L,9,1,PENb,PEN_b(PB06b)_L9,1,L,9,1
5039,1220584946,5813012006,EB,28,PENb,PEN_b(PB06b)_L9,1,L,9,1,EPG,EPG(PB08)_L7,3,L,7,3
5040,1220584946,5813014873,EB,5,PENb,PEN_b(PB06b)_L9,1,L,9,1,EPG,EPG(PB08)_R1,3,R,1,1
5041,1220584946,5813077544,EB,24,PENb,PEN_b(PB06b)_L9,1,L,9,1,EPG,EPG(PB08)_R1,3,R,1,1
5042,1318109929,416642425,EB,91,PENb,PEN_b(PB06b)_L7,1,L,7,3,EPG,EPG(PB08)_R4,3,R,4,4
5043,1318109929,478375456,EB,56,PENb,PEN_b(PB06b)_L7,1,L,7,3,EPG,EPG(PB08)_R3,3,R,3,3
5044,1318109929,508793049,EB,4,PENb,PEN_b(PB06b)_L7,1,L,7,3,PENa,PEN_a(PB06a)_L7,0,L,7,3
5045,1318109929,541118908,EB,24,PENb,PEN_b(PB06b)_L7,1,L,7,3,EPG,EPG(PB08)_R3,3,R,3,3
5046,1318109929,541870397,EB,93,PENb,PEN_b(PB06b)_L7,1,L,7,3,EPG,EPG(PB08)_L6,3,L,6,4
5047,1318109929,633546217,EB,74,PENb,PEN_b(PB06b)_L7,1,L,7,3,EPG,EPG(PB08)_R4,3,R,4,4
5048,1318109929,695956656,EB,58,PENb,PEN_b(PB06b)_L7,1,L,7,3,EPG,EPG(PB08)_R4,3,R,4,4
5049,1318109929,696362840,EB,31,PENb,PEN_b(PB06b)_L7,1,L,7,3,EPG,EPG(PB08)_L5,3,L,5,5
5050,1318109929,788794171,EB,66,PENb,PEN_b(PB06b)_L7,1,L,7,3,EPG,EPG(PB08)_L6,3,L,6,4
5051,1318109929,819828986,EB,11,PENb,PEN_b(PB06b)_L7,1,L,7,3,EPG,EPG(PB08)_L5,3,L,5,5
5052,1318109929,847336755,EB,5,PENb,PEN_b(PB06b)_L7,1,L,7,3,PENa,PEN_a(PB06a)_R6,0,R,6,6
5053,1318109929,849421763,EB,15,PENb,PEN_b(PB06b)_L7,1,L,7,3,PENb,PEN_b(PB06b)_R5,1,R,5,5
5054,1318109929,881898734,EB,7,PENb,PEN_b(PB06b)_L7,1,L,7,3,PEG,PEG(PB07)_L6,2,L,6,4
5055,1318109929,910447075,EB,5,PENb,PEN_b(PB06b)_L7,1,L,7,3,PENa,PEN_a(PB06a)_R5,0,R,5,5
5056,1318109929,912601268,EB,67,PENb,PEN_b(PB06b)_L7,1,L,7,3,EPG,EPG(PB08)_L6,3,L,6,4
5057,1318109929,942173776,EB,5,PENb,PEN_b(PB06b)_L7,1,L,7,3,PEG,PEG(PB07)_R4,2,R,4,4
5058,1318109929,5813027103,EB,7,PENb,PEN_b(PB06b)_L7,1,L,7,3,EPG,EPG(PB08)_R5,3,R,5,5
5059,1318109929,5813080838,EB,8,PENb,PEN_b(PB06b)_L7,1,L,7,3,EPG,EPG(PB08)_R3,3,R,3,3
5060,1353544607,416642425,EB,7,PENb,PEN_b(PB06b)_L8,1,L,8,2,EPG,EPG(PB08)_R4,3,R,4,4
5061,1353544607,478375456,EB,48,PENb,PEN_b(PB06b)_L8,1,L,8,2,EPG,EPG(PB08)_R3,3,R,3,3
5062,1353544607,541118908,EB,58,PENb,PEN_b(PB06b)_L8,1,L,8,2,EPG,EPG(PB08)_R3,3,R,3,3
5063,1353544607,541870397,EB,13,PENb,PEN_b(PB06b)_L8,1,L,8,2,EPG,EPG(PB08)_L6,3,L,6,4
5064,1353544607,569775058,EB,9,PENb,PEN_b(PB06b)_L8,1,L,8,2,PENb,PEN_b(PB06b)_R4,1,R,4,4
5065,1353544607,632544268,EB,26,PENb,PEN_b(PB06b)_L8,1,L,8,2,EPG,EPG(PB08)_R2,3,R,2,2
5066,1353544607,663562172,EB,12,PENb,PEN_b(PB06b)_L8,1,L,8,2,PENb,PEN_b(PB06b)_R4,1,R,4,4
5067,1353544607,695629525,EB,9,PENb,PEN_b(PB06b)_L8,1,L,8,2,EPG,EPG(PB08)_R2,3,R,2,2
5068,1353544607,912601268,EB,31,PENb,PEN_b(PB06b)_L8,1,L,8,2,EPG,EPG(PB08)_L6,3,L,6,4
5069,1353544607,973566036,EB,4,PENb,PEN_b(PB06b)_L8,1,L,8,2,PENb,PEN_b(PB06b)_R3,1,R,3,3
5070,1353544607,974239375,EB,6,PENb,PEN_b(PB06b)_L8,1,L,8,2,PEG,PEG(PB07)_R3,2,R,3,3
5071,1353544607,1004017998,EB,56,PENb,PEN_b(PB06b)_L8,1,L,8,2,EPG,EPG(PB08)_L7,3,L,7,3
5072,1353544607,1035045015,EB,58,PENb,PEN_b(PB06b)_L8,1,L,8,2,EPG,EPG(PB08)_L7,3,L,7,3
5073,1353544607,1065410141,EB,5,PENb,PEN_b(PB06b)_L8,1,L,8,2,EPG,EPG(PB08)_L8,3,L,8,2
5074,1353544607,5813012006,EB,45,PENb,PEN_b(PB06b)_L8,1,L,8,2,EPG,EPG(PB08)_L7,3,L,7,3
5075,1353544607,5813080838,EB,65,PENb,PEN_b(PB06b)_L8,1,L,8,2,EPG,EPG(PB08)_R3,3,R,3,3
5076,1380495496,416642425,EB,20,PENa,PEN_a(PB06a)_L6,0,L,6,4,EPG,EPG(PB08)_R4,3,R,4,4
5077,1380495496,478375456,EB,4,PENa,PEN_a(PB06a)_L6,0,L,6,4,EPG,EPG(PB08)_R3,3,R,3,3
5078,1380495496,633546217,EB,11,PENa,PEN_a(PB06a)_L6,0,L,6,4,EPG,EPG(PB08)_R4,3,R,4,4
5079,1380495496,634962055,EB,23,PENa,PEN_a(PB06a)_L6,0,L,6,4,EPG,EPG(PB08)_L4,3,L,4,6
5080,1380495496,663190769,EB,8,PENa,PEN_a(PB06a)_L6,0,L,6,4,PENa,PEN_a(PB06a)_R6,0,R,6,6
5081,1380495496,664645558,EB,4,PENa,PEN_a(PB06a)_L6,0,L,6,4,PENa,PEN_a(PB06a)_L6,0,L,6,4
5082,1380495496,665314820,EB,23,PENa,PEN_a(PB06a)_L6,0,L,6,4,EPG,EPG(PB08)_L4,3,L,4,6
5083,1380495496,694920753,EB,36,PENa,PEN_a(PB06a)_L6,0,L,6,4,EPG,EPG(PB08)_R5,3,R,5,5
5084,1380495496,695956656,EB,36,PENa,PEN_a(PB06a)_L6,0,L,6,4,EPG,EPG(PB08)_R4,3,R,4,4
5085,1380495496,696362840,EB,24,PENa,PEN_a(PB06a)_L6,0,L,6,4,EPG,EPG(PB08)_L5,3,L,5,5
5086,1380495496,725951521,EB,43,PENa,PEN_a(PB06a)_L6,0,L,6,4,EPG,EPG(PB08)_R5,3,R,5,5
5087,1380495496,789126240,EB,31,PENa,PEN_a(PB06a)_L6,0,L,6,4,EPG,EPG(PB08)_L5,3,L,5,5
5088,1380495496,819828986,EB,26,PENa,PEN_a(PB06a)_L6,0,L,6,4,EPG,EPG(PB08)_L5,3,L,5,5
5089,1380495496,847336755,EB,7,PENa,PEN_a(PB06a)_L6,0,L,6,4,PENa,PEN_a(PB06a)_R6,0,R,6,6
5090,1380495496,879183317,EB,4,PENa,PEN_a(PB06a)_L6,0,L,6,4,PENb,PEN_b(PB06b)_L6,1,L,6,4
5091,1380495496,910438331,EB,8,PENa,PEN_a(PB06a)_L6,0,L,6,4,EPG,EPG(PB08)_R6,3,R,6,6
5092,1380495496,941123755,EB,5,PENa,PEN_a(PB06a)_L6,0,L,6,4,PENb,PEN_b(PB06b)_R6,1,R,6,6
5093,1380495496,941132434,EB,10,PENa,PEN_a(PB06a)_L6,0,L,6,4,EPG,EPG(PB08)_R6,3,R,6,6
5094,1380495496,942491983,EB,8,PENa,PEN_a(PB06a)_L6,0,L,6,4,EPG,EPG(PB08)_R6,3,R,6,6
